2;arms_factory;3016.00;12.90;1363.00;6.09;0
2;arms_factory;2996.00;9.70;1362.00;2.47;0
2;arms_factory;3017.00;11.28;1356.00;5.13;0
2;arms_factory;3001.00;10.07;1367.00;1.52;0
2;arms_factory;3004.00;10.75;1371.00;4.54;0
2;arms_factory;3010.00;9.93;1353.00;5.74;0
2;industrial_complex;3006.00;10.15;1357.00;3.58;0
2;industrial_complex;3018.00;10.60;1352.00;5.14;0
2;industrial_complex;3006.00;10.53;1364.00;1.52;0
2;industrial_complex;2989.00;9.70;1369.00;4.19;0
2;industrial_complex;3009.00;9.68;1351.00;2.03;0
2;industrial_complex;3002.00;10.12;1368.00;5.05;0
2;naval_base;3020.00;9.50;1348.00;0.32;1452
2;naval_base;3005.00;9.50;1351.00;-0.46;5656
2;naval_base;2994.00;9.50;1361.00;-0.93;5656
2;naval_base;3022.00;9.50;1347.00;0.17;1452
2;naval_base;2989.00;9.50;1366.00;-0.90;5579
2;bunker;3002.00;10.40;1371.00;3.74;0
2;bunker;3007.00;9.70;1353.00;0.48;0
2;bunker;3000.00;9.73;1362.00;3.14;0
2;bunker;2989.00;9.68;1368.00;5.81;0
2;bunker;3010.00;11.48;1363.00;2.54;0
2;bunker;3023.00;10.43;1351.00;5.21;0
2;bunker;3003.00;9.93;1361.00;1.59;0
2;coastal_bunker;3011.00;9.50;1348.00;0.32;0
2;coastal_bunker;2986.00;9.50;1368.00;-0.90;0
2;coastal_bunker;2996.00;9.50;1358.00;-0.93;0
2;coastal_bunker;3003.00;9.50;1352.00;-0.46;0
2;coastal_bunker;3020.00;9.50;1347.00;0.17;0
2;dockyard;2996.00;9.50;1358.00;-0.93;0
2;synthetic_refinery;3007.00;9.70;1353.00;0.64;0
2;fuel_silo;3021.00;10.20;1351.00;0.55;0
3;arms_factory;2913.00;10.10;1456.00;5.13;0
3;arms_factory;2934.00;13.93;1457.00;1.52;0
3;arms_factory;2923.00;14.03;1448.00;4.54;0
3;arms_factory;2921.00;13.30;1447.00;5.74;0
3;arms_factory;2924.00;16.62;1438.00;3.58;0
3;arms_factory;2916.00;10.73;1443.00;5.14;0
3;industrial_complex;2907.00;9.57;1448.00;1.52;0
3;industrial_complex;2915.00;10.10;1454.00;4.19;0
3;industrial_complex;2935.00;14.30;1455.00;2.03;0
3;industrial_complex;2926.00;14.10;1454.00;5.05;0
3;industrial_complex;2931.00;15.25;1446.00;6.25;0
3;industrial_complex;2923.00;10.53;1461.00;4.09;0
3;bunker;2902.00;10.18;1445.00;2.04;0
3;bunker;2920.00;14.75;1440.00;4.70;0
3;bunker;2919.00;13.50;1451.00;2.54;0
3;bunker;2916.00;10.53;1460.00;3.74;0
3;bunker;2926.00;16.02;1442.00;0.48;0
3;bunker;2911.00;10.10;1456.00;3.14;0
3;bunker;2926.00;13.03;1458.00;5.81;0
3;bunker;2930.00;15.62;1450.00;2.54;0
3;bunker;2931.00;13.80;1458.00;5.21;0
3;bunker;2926.00;10.50;1463.00;1.59;0
3;bunker;2930.00;15.68;1444.00;4.25;0
3;synthetic_refinery;2922.00;15.78;1439.00;0.99;0
3;fuel_silo;2925.00;10.53;1463.00;5.72;0
4;bunker;3055.00;13.00;1475.00;3.14;0
4;bunker;3061.00;11.30;1480.00;5.21;0
4;bunker;3068.00;9.93;1483.00;1.59;0
4;bunker;3048.00;11.57;1483.00;3.66;0
4;bunker;3060.00;10.15;1489.00;0.04;0
4;synthetic_refinery;3051.00;14.30;1478.00;5.72;0
4;fuel_silo;3071.00;9.70;1479.00;2.71;0
6;bunker;2883.00;9.70;1540.00;1.59;0
6;bunker;2875.00;9.70;1538.00;4.25;0
6;bunker;2883.00;9.73;1544.00;0.04;0
6;synthetic_refinery;2886.00;10.07;1543.00;0.55;0
7;arms_factory;2877.00;9.60;1555.00;2.03;0
7;arms_factory;2880.00;9.62;1554.00;5.05;0
7;arms_factory;2879.00;9.60;1555.00;6.25;0
7;arms_factory;2873.00;9.55;1553.00;4.09;0
7;arms_factory;2881.00;9.70;1574.00;0.47;0
7;arms_factory;2881.00;9.60;1558.00;2.04;0
7;naval_base;2872.00;9.50;1553.00;-1.47;8621
7;naval_base;2883.00;9.55;1577.00;-2.94;2752
7;naval_base;2876.00;9.50;1564.00;-2.36;2775
7;bunker;2884.00;9.60;1557.00;3.66;0
7;bunker;2882.00;9.70;1572.00;0.04;0
7;bunker;2884.00;9.60;1563.00;2.70;0
7;bunker;2878.00;9.55;1566.00;0.64;0
7;coastal_bunker;2869.00;9.50;1554.00;-1.47;0
7;coastal_bunker;2873.00;9.50;1560.00;-2.16;0
7;coastal_bunker;2879.00;9.50;1572.00;-2.36;0
7;dockyard;2872.00;9.50;1559.00;-2.16;0
7;synthetic_refinery;2879.00;9.55;1570.00;4.77;0
7;fuel_silo;2885.00;9.60;1558.00;3.22;0
8;arms_factory;2893.00;11.50;1512.00;6.25;0
8;arms_factory;2903.00;10.82;1510.00;4.09;0
8;arms_factory;2899.00;12.05;1521.00;0.47;0
8;arms_factory;2893.00;11.62;1513.00;2.04;0
8;arms_factory;2883.00;10.78;1516.00;4.70;0
8;arms_factory;2892.00;11.85;1519.00;2.54;0
